method,layer,head,mean_logit_mse,sink_mse,local_mse,long_mse,top1_match_rate,mean_attention_kl,mean_attention_l1,mean_margin_drop,query_count,logit_count
fireq,20,26,3.630272049929369,0.8394156404802712,3.0345883000110456,3.6347152820720723,0.9375,0.026122348743508716,0.0532033519638162,-0.031842708587646484,32,295552
fireq,23,25,3.628902529714333,0.9089264704180405,2.8655631860199664,3.6325774547078487,1.0,0.012472821367607523,0.030033619524715505,0.10296952724456787,32,295552
fireq,18,4,3.627471433825022,1.0019243765260366,3.0893037989290915,3.6185183313610274,0.71875,3.9138848784148195e-06,0.0013192604819778353,-0.0004928112030029297,32,295552
fireq,27,5,3.6156669366729686,0.9972727999689014,3.211339158014603,3.622327492592038,0.75,0.02018674875267834,0.043753302992030285,-0.09193897247314453,32,295552
fireq,11,14,3.5772444219525132,0.43778516734589357,3.391292392641581,3.587327936630184,0.875,0.008225586772763194,0.03455603511793015,-0.01074063777923584,32,295552
fireq,24,26,3.560420719727031,1.1053177193005412,2.6591426456469396,3.5749157133246294,0.96875,0.014680418309545473,0.039004838463370106,0.04684770107269287,32,295552
fireq,21,11,3.539609430317665,0.5897592562052377,3.295089676854925,3.5432867400367276,1.0,0.0004994765626520348,0.002709193349346606,0.07319524884223938,32,295552
fireq,13,12,3.528403683352526,0.4558739374532597,3.230194031205827,3.5403745734314955,0.96875,0.012848448977990756,0.049074893434408295,0.05860269069671631,32,295552
fireq,26,3,3.528297154315925,0.8368240613387389,2.5506715224090635,3.5377947124564812,0.96875,0.0010162590003194305,0.00841427458759103,-0.015332520008087158,32,295552
fireq,20,25,3.520753890114558,0.9927234376461783,3.2559975614802577,3.5117648482220893,1.0,0.011994252895419777,0.02422369493797305,0.07385212182998657,32,295552
fireq,29,11,3.5050888815208747,1.0676154071599595,2.771955287996609,3.523000855829992,1.0,0.02159952756318262,0.05932644576569146,-0.022878050804138184,32,295552
